vulnerability_id,vulnerability_aliases,affected_product,affected_subcomponent,status,status_notes,justification,impact_statement,action_statement
"CVE-2019-13209","GO-2022-0755,GHSA-xhg2-rvm8-w2jh","pkg:golang/github.com/harvester/harvester-load-balancer@v1.6.0-rc5","pkg:golang/github.com/rancher/rancher@v0.0.0-20241119020906-df45e368c82d","not_affected","","vulnerable_code_not_present","Govulncheck determined that the vulnerable code isn't called",""
"CVE-2019-13209","GO-2022-0755,GHSA-xhg2-rvm8-w2jh","pkg:golang/github.com/harvester/harvester-load-balancer@v1.6.0-rc6","pkg:golang/github.com/rancher/rancher@v0.0.0-20241119020906-df45e368c82d","not_affected","","vulnerable_code_not_present","Govulncheck determined that the vulnerable code isn't called",""
"CVE-2019-13209","GO-2022-0755,GHSA-xhg2-rvm8-w2jh","pkg:golang/github.com/harvester/harvester-network-controller@v0.4.2","pkg:golang/github.com/rancher/rancher@v0.0.0-20230124173128-2207cfed1803","not_affected","","vulnerable_code_not_present","Govulncheck determined that the vulnerable code isn't called",""
"CVE-2019-13209","GO-2022-0755,GHSA-xhg2-rvm8-w2jh","pkg:golang/github.com/harvester/harvester-network-controller@v0.5.6","pkg:golang/github.com/rancher/rancher@v0.0.0-20230124173128-2207cfed1803","not_affected","","vulnerable_code_not_present","Govulncheck determined that the vulnerable code isn't called",""
"CVE-2019-13209","GO-2022-0755,GHSA-xhg2-rvm8-w2jh","pkg:golang/github.com/harvester/harvester-network-controller@v1.5.0","pkg:golang/github.com/rancher/rancher@v0.0.0-20230124173128-2207cfed1803","not_affected","","vulnerable_code_not_present","Govulncheck determined that the vulnerable code isn't called",""
"CVE-2019-13209","GO-2022-0755,GHSA-xhg2-rvm8-w2jh","pkg:golang/github.com/harvester/harvester-network-controller@v1.5.0-rc2","pkg:golang/github.com/rancher/rancher@v0.0.0-20230124173128-2207cfed1803","not_affected","","vulnerable_code_not_present","Govulncheck determined that the vulnerable code isn't called",""
"CVE-2019-13209","GO-2022-0755,GHSA-xhg2-rvm8-w2jh","pkg:golang/github.com/harvester/harvester-network-controller@v1.5.0-rc3","pkg:golang/github.com/rancher/rancher@v0.0.0-20230124173128-2207cfed1803","not_affected","","vulnerable_code_not_present","Govulncheck determined that the vulnerable code isn't called",""
"CVE-2019-13209","GO-2022-0755,GHSA-xhg2-rvm8-w2jh","pkg:golang/github.com/harvester/harvester-network-controller@v1.5.0-rc4","pkg:golang/github.com/rancher/rancher@v0.0.0-20230124173128-2207cfed1803","not_affected","","vulnerable_code_not_present","Govulncheck determined that the vulnerable code isn't called",""
"CVE-2019-13209","GO-2022-0755,GHSA-xhg2-rvm8-w2jh","pkg:golang/github.com/harvester/harvester-network-controller@v1.5.0-rc5","pkg:golang/github.com/rancher/rancher@v0.0.0-20230124173128-2207cfed1803","not_affected","","vulnerable_code_not_present","Govulncheck determined that the vulnerable code isn't called",""
"CVE-2019-13209","GO-2022-0755,GHSA-xhg2-rvm8-w2jh","pkg:golang/github.com/harvester/harvester-network-controller@v1.5.1","pkg:golang/github.com/rancher/rancher@v0.0.0-20230124173128-2207cfed1803","not_affected","","vulnerable_code_not_present","Govulncheck determined that the vulnerable code isn't called",""
"CVE-2019-13209","GO-2022-0755,GHSA-xhg2-rvm8-w2jh","pkg:golang/github.com/harvester/harvester-network-controller@v1.5.1-rc1","pkg:golang/github.com/rancher/rancher@v0.0.0-20230124173128-2207cfed1803","not_affected","","vulnerable_code_not_present","Govulncheck determined that the vulnerable code isn't called",""
"CVE-2019-13209","GO-2022-0755,GHSA-xhg2-rvm8-w2jh","pkg:golang/github.com/harvester/harvester-network-controller@v1.5.1-rc2","pkg:golang/github.com/rancher/rancher@v0.0.0-20230124173128-2207cfed1803","not_affected","","vulnerable_code_not_present","Govulncheck determined that the vulnerable code isn't called",""
"CVE-2019-13209","GO-2022-0755,GHSA-xhg2-rvm8-w2jh","pkg:golang/github.com/harvester/harvester-network-controller@v1.5.1-rc3","pkg:golang/github.com/rancher/rancher@v0.0.0-20230124173128-2207cfed1803","not_affected","","vulnerable_code_not_present","Govulncheck determined that the vulnerable code isn't called",""
"CVE-2019-13209","GO-2022-0755,GHSA-xhg2-rvm8-w2jh","pkg:golang/github.com/harvester/harvester-network-controller@v1.5.1-rc4","pkg:golang/github.com/rancher/rancher@v0.0.0-20230124173128-2207cfed1803","not_affected","","vulnerable_code_not_present","Govulncheck determined that the vulnerable code isn't called",""
"CVE-2019-13209","GO-2022-0755,GHSA-xhg2-rvm8-w2jh","pkg:golang/github.com/harvester/harvester-network-controller@v1.5.2-rc1","pkg:golang/github.com/rancher/rancher@v0.0.0-20230124173128-2207cfed1803","not_affected","","vulnerable_code_not_present","Govulncheck determined that the vulnerable code isn't called",""
"CVE-2019-13209","GO-2022-0755,GHSA-xhg2-rvm8-w2jh","pkg:golang/github.com/harvester/harvester@v1.4.3","pkg:golang/github.com/rancher/rancher@v0.0.0-20240919204204-3da2ae0cabd1","not_affected","","vulnerable_code_not_present","Govulncheck determined that the vulnerable code isn't called",""
"CVE-2019-13209","GO-2022-0755,GHSA-xhg2-rvm8-w2jh","pkg:golang/github.com/harvester/harvester@v1.4.3-rc1","pkg:golang/github.com/rancher/rancher@v0.0.0-20240919204204-3da2ae0cabd1","not_affected","","vulnerable_code_not_present","Govulncheck determined that the vulnerable code isn't called",""
"CVE-2019-13209","GO-2022-0755,GHSA-xhg2-rvm8-w2jh","pkg:golang/github.com/harvester/harvester@v1.4.3-rc2","pkg:golang/github.com/rancher/rancher@v0.0.0-20240919204204-3da2ae0cabd1","not_affected","","vulnerable_code_not_present","Govulncheck determined that the vulnerable code isn't called",""
"CVE-2019-13209","GO-2022-0755,GHSA-xhg2-rvm8-w2jh","pkg:golang/github.com/harvester/harvester@v1.4.3-rc3","pkg:golang/github.com/rancher/rancher@v0.0.0-20240919204204-3da2ae0cabd1","not_affected","","vulnerable_code_not_present","Govulncheck determined that the vulnerable code isn't called",""
"CVE-2019-13209","GO-2022-0755,GHSA-xhg2-rvm8-w2jh","pkg:golang/github.com/harvester/harvester@v1.4.3-rc4","pkg:golang/github.com/rancher/rancher@v0.0.0-20240919204204-3da2ae0cabd1","not_affected","","vulnerable_code_not_present","Govulncheck determined that the vulnerable code isn't called",""
"CVE-2019-13209","GO-2022-0755,GHSA-xhg2-rvm8-w2jh","pkg:golang/github.com/harvester/harvester@v1.5.0","pkg:golang/github.com/rancher/rancher@v0.0.0-20240919204204-3da2ae0cabd1","not_affected","","vulnerable_code_not_present","Govulncheck determined that the vulnerable code isn't called",""
"CVE-2019-13209","GO-2022-0755,GHSA-xhg2-rvm8-w2jh","pkg:golang/github.com/harvester/harvester@v1.5.0-rc3","pkg:golang/github.com/rancher/rancher@v0.0.0-20240919204204-3da2ae0cabd1","not_affected","","vulnerable_code_not_present","Govulncheck determined that the vulnerable code isn't called",""
"CVE-2019-13209","GO-2022-0755,GHSA-xhg2-rvm8-w2jh","pkg:golang/github.com/harvester/harvester@v1.5.0-rc4","pkg:golang/github.com/rancher/rancher@v0.0.0-20240919204204-3da2ae0cabd1","not_affected","","vulnerable_code_not_present","Govulncheck determined that the vulnerable code isn't called",""
"CVE-2019-13209","GO-2022-0755,GHSA-xhg2-rvm8-w2jh","pkg:golang/github.com/harvester/harvester@v1.5.0-rc5","pkg:golang/github.com/rancher/rancher@v0.0.0-20240919204204-3da2ae0cabd1","not_affected","","vulnerable_code_not_present","Govulncheck determined that the vulnerable code isn't called",""
"CVE-2019-13209","GO-2022-0755,GHSA-xhg2-rvm8-w2jh","pkg:golang/github.com/harvester/harvester@v1.5.1","pkg:golang/github.com/rancher/rancher@v0.0.0-20240919204204-3da2ae0cabd1","not_affected","","vulnerable_code_not_present","Govulncheck determined that the vulnerable code isn't called",""
"CVE-2019-13209","GO-2022-0755,GHSA-xhg2-rvm8-w2jh","pkg:golang/github.com/harvester/harvester@v1.5.1-rc1","pkg:golang/github.com/rancher/rancher@v0.0.0-20240919204204-3da2ae0cabd1","not_affected","","vulnerable_code_not_present","Govulncheck determined that the vulnerable code isn't called",""
"CVE-2019-13209","GO-2022-0755,GHSA-xhg2-rvm8-w2jh","pkg:golang/github.com/harvester/harvester@v1.5.1-rc2","pkg:golang/github.com/rancher/rancher@v0.0.0-20240919204204-3da2ae0cabd1","not_affected","","vulnerable_code_not_present","Govulncheck determined that the vulnerable code isn't called",""
"CVE-2019-13209","GO-2022-0755,GHSA-xhg2-rvm8-w2jh","pkg:golang/github.com/harvester/harvester@v1.5.1-rc3","pkg:golang/github.com/rancher/rancher@v0.0.0-20240919204204-3da2ae0cabd1","not_affected","","vulnerable_code_not_present","Govulncheck determined that the vulnerable code isn't called",""
"CVE-2019-13209","GO-2022-0755,GHSA-xhg2-rvm8-w2jh","pkg:golang/github.com/harvester/harvester@v1.5.1-rc4","pkg:golang/github.com/rancher/rancher@v0.0.0-20240919204204-3da2ae0cabd1","not_affected","","vulnerable_code_not_present","Govulncheck determined that the vulnerable code isn't called",""
"CVE-2019-13209","GO-2022-0755,GHSA-xhg2-rvm8-w2jh","pkg:golang/github.com/harvester/harvester@v1.5.2-rc1","pkg:golang/github.com/rancher/rancher@v0.0.0-20240919204204-3da2ae0cabd1","not_affected","","vulnerable_code_not_present","Govulncheck determined that the vulnerable code isn't called",""
"CVE-2019-13209","GO-2022-0755,GHSA-xhg2-rvm8-w2jh","pkg:golang/github.com/harvester/harvester@v1.5.2-rc2","pkg:golang/github.com/rancher/rancher@v0.0.0-20240919204204-3da2ae0cabd1","not_affected","","vulnerable_code_not_present","Govulncheck determined that the vulnerable code isn't called",""
"CVE-2019-13209","GO-2022-0755,GHSA-xhg2-rvm8-w2jh","pkg:golang/github.com/harvester/harvester@v1.6.0","pkg:golang/github.com/rancher/rancher@v0.0.0-20240919204204-3da2ae0cabd1","not_affected","","vulnerable_code_not_present","Govulncheck determined that the vulnerable code isn't called",""
"CVE-2019-13209","GO-2022-0755,GHSA-xhg2-rvm8-w2jh","pkg:golang/github.com/harvester/harvester@v1.6.0-rc1","pkg:golang/github.com/rancher/rancher@v0.0.0-20240919204204-3da2ae0cabd1","not_affected","","vulnerable_code_not_present","Govulncheck determined that the vulnerable code isn't called",""
"CVE-2019-13209","GO-2022-0755,GHSA-xhg2-rvm8-w2jh","pkg:golang/github.com/harvester/harvester@v1.6.0-rc2","pkg:golang/github.com/rancher/rancher@v0.0.0-20240919204204-3da2ae0cabd1","not_affected","","vulnerable_code_not_present","Govulncheck determined that the vulnerable code isn't called",""
"CVE-2019-13209","GO-2022-0755,GHSA-xhg2-rvm8-w2jh","pkg:golang/github.com/harvester/harvester@v1.6.0-rc3","pkg:golang/github.com/rancher/rancher@v0.0.0-20240919204204-3da2ae0cabd1","not_affected","","vulnerable_code_not_present","Govulncheck determined that the vulnerable code isn't called",""
"CVE-2019-13209","GO-2022-0755,GHSA-xhg2-rvm8-w2jh","pkg:golang/github.com/harvester/harvester@v1.6.0-rc4","pkg:golang/github.com/rancher/rancher@v0.0.0-20240919204204-3da2ae0cabd1","not_affected","","vulnerable_code_not_present","Govulncheck determined that the vulnerable code isn't called",""
"CVE-2019-13209","GO-2022-0755,GHSA-xhg2-rvm8-w2jh","pkg:golang/github.com/harvester/harvester@v1.6.0-rc5","pkg:golang/github.com/rancher/rancher@v0.0.0-20240919204204-3da2ae0cabd1","not_affected","","vulnerable_code_not_present","Govulncheck determined that the vulnerable code isn't called",""
"CVE-2019-13209","GO-2022-0755,GHSA-xhg2-rvm8-w2jh","pkg:golang/github.com/harvester/harvester@v1.6.0-rc6","pkg:golang/github.com/rancher/rancher@v0.0.0-20240919204204-3da2ae0cabd1","not_affected","","vulnerable_code_not_present","Govulncheck determined that the vulnerable code isn't called",""
"CVE-2019-13209","GO-2022-0755,GHSA-xhg2-rvm8-w2jh","pkg:golang/github.com/harvester/harvester@v1.7.0-dev-20250914","pkg:golang/github.com/rancher/rancher@v0.0.0-20240919204204-3da2ae0cabd1","not_affected","","vulnerable_code_not_present","Govulncheck determined that the vulnerable code isn't called",""
"CVE-2019-13209","GO-2022-0755,GHSA-xhg2-rvm8-w2jh","pkg:golang/github.com/rancher/kube-api-auth@v0.2.1","pkg:golang/github.com/rancher/rancher@v0.0.0-20240205190724-2f7113dc32d4","not_affected","","vulnerable_code_not_present","Govulncheck determined that the vulnerable code isn't called",""
"CVE-2019-13209","GO-2022-0755,GHSA-xhg2-rvm8-w2jh","pkg:golang/github.com/rancher/kube-api-auth@v0.2.2","pkg:golang/github.com/rancher/rancher@v0.0.0-20240730202829-9e0cc54e7e3a","not_affected","","vulnerable_code_not_present","Govulncheck determined that the vulnerable code isn't called",""
"CVE-2019-13209","GO-2022-0755,GHSA-xhg2-rvm8-w2jh","pkg:golang/github.com/rancher/kube-api-auth@v0.2.4","pkg:golang/github.com/rancher/rancher@v0.0.0-20241004204441-d3c434633444","not_affected","","vulnerable_code_not_present","Govulncheck determined that the vulnerable code isn't called",""
"CVE-2019-13209","GO-2022-0755,GHSA-xhg2-rvm8-w2jh","pkg:golang/github.com/rancher/kube-api-auth@v0.2.5-rc.1","pkg:golang/github.com/rancher/rancher@v0.0.0-20250730134723-f3dd2a5c5035","not_affected","","vulnerable_code_not_present","Govulncheck determined that the vulnerable code isn't called",""
"CVE-2019-14271","GO-2024-2521,GHSA-v2cv-wwxq-qq97","pkg:golang/github.com/harvester/docker-machine-driver-harvester@v0.7.2","pkg:golang/github.com/moby/moby@v1.4.2-0.20170731201646-1009e6a40b29","not_affected","","vulnerable_code_not_present","Govulncheck determined that the vulnerable code isn't called",""
"CVE-2019-14271","GO-2024-2521,GHSA-v2cv-wwxq-qq97","pkg:golang/github.com/harvester/docker-machine-driver-harvester@v1.0.2","pkg:golang/github.com/moby/moby@v1.4.2-0.20170731201646-1009e6a40b29","not_affected","","vulnerable_code_not_present","Govulncheck determined that the vulnerable code isn't called",""
"CVE-2019-14271","GO-2024-2521,GHSA-v2cv-wwxq-qq97","pkg:golang/github.com/harvester/docker-machine-driver-harvester@v1.0.3","pkg:golang/github.com/moby/moby@v1.4.2-0.20170731201646-1009e6a40b29","not_affected","","vulnerable_code_not_present","Govulncheck determined that the vulnerable code isn't called",""
"CVE-2019-14271","GO-2024-2521,GHSA-v2cv-wwxq-qq97","pkg:golang/github.com/rancher/machine@v0.15.0-rancher112","pkg:golang/github.com/moby/moby@v1.4.2-0.20170731201646-1009e6a40b29","not_affected","","vulnerable_code_not_present","Govulncheck determined that the vulnerable code isn't called",""
"CVE-2019-14271","GO-2024-2521,GHSA-v2cv-wwxq-qq97","pkg:golang/github.com/rancher/machine@v0.15.0-rancher118","pkg:golang/github.com/moby/moby@v1.4.2-0.20170731201646-1009e6a40b29","not_affected","","vulnerable_code_not_present","Govulncheck determined that the vulnerable code isn't called",""
"CVE-2019-14271","GO-2024-2521,GHSA-v2cv-wwxq-qq97","pkg:golang/github.com/rancher/machine@v0.15.0-rancher124","pkg:golang/github.com/moby/moby@v1.4.2-0.20170731201646-1009e6a40b29","not_affected","","vulnerable_code_not_present","Govulncheck determined that the vulnerable code isn't called",""
"CVE-2019-14271","GO-2024-2521,GHSA-v2cv-wwxq-qq97","pkg:golang/github.com/rancher/machine@v0.15.0-rancher125","pkg:golang/github.com/moby/moby@v1.4.2-0.20170731201646-1009e6a40b29","not_affected","","vulnerable_code_not_present","Govulncheck determined that the vulnerable code isn't called",""
"CVE-2019-14271","GO-2024-2521,GHSA-v2cv-wwxq-qq97","pkg:golang/github.com/rancher/machine@v0.15.0-rancher127","pkg:golang/github.com/moby/moby@v1.4.2-0.20170731201646-1009e6a40b29","not_affected","","vulnerable_code_not_present","Govulncheck determined that the vulnerable code isn't called",""
"CVE-2019-14271","GO-2024-2521,GHSA-v2cv-wwxq-qq97","pkg:golang/github.com/rancher/machine@v0.15.0-rancher128","pkg:golang/github.com/moby/moby@v1.4.2-0.20170731201646-1009e6a40b29","not_affected","","vulnerable_code_not_present","Govulncheck determined that the vulnerable code isn't called",""
"CVE-2019-14271","GO-2024-2521,GHSA-v2cv-wwxq-qq97","pkg:golang/github.com/rancher/machine@v0.15.0-rancher129","pkg:golang/github.com/moby/moby@v1.4.2-0.20170731201646-1009e6a40b29","not_affected","","vulnerable_code_not_present","Govulncheck determined that the vulnerable code isn't called",""
"CVE-2019-14271","GO-2024-2521,GHSA-v2cv-wwxq-qq97","pkg:golang/github.com/rancher/machine@v0.15.0-rancher130","pkg:golang/github.com/moby/moby@v1.4.2-0.20170731201646-1009e6a40b29","not_affected","","vulnerable_code_not_present","Govulncheck determined that the vulnerable code isn't called",""
"CVE-2020-14040","GO-2020-0015,GHSA-5rcv-m4m3-hfh7","pkg:golang/go.etcd.io/etcd/pkg/v3@v3.5.9","pkg:golang/golang.org/x/text@v0.3.2","not_affected","","vulnerable_code_not_in_execute_path","Govulncheck determined that the vulnerable code isn't called",""
"CVE-2020-8911","GO-2022-0646,GHSA-f5pg-7wfw-84q9","pkg:golang/github.com/aquasecurity/trivy@v0.63.0","pkg:golang/github.com/aws/aws-sdk-go@v1.55.7","not_affected","","vulnerable_code_not_present","Govulncheck determined that the vulnerable code isn't called",""
"CVE-2020-8911","GO-2022-0646,GHSA-f5pg-7wfw-84q9","pkg:golang/github.com/aquasecurity/trivy@v0.64.0","pkg:golang/github.com/aws/aws-sdk-go@v1.55.7","not_affected","","vulnerable_code_not_present","Govulncheck determined that the vulnerable code isn't called",""
"CVE-2020-8911","GO-2022-0646,GHSA-f5pg-7wfw-84q9","pkg:golang/github.com/aquasecurity/trivy@v0.65.0","pkg:golang/github.com/aws/aws-sdk-go@v1.55.7","not_affected","","vulnerable_code_not_present","Govulncheck determined that the vulnerable code isn't called",""
"CVE-2020-8911","GO-2022-0646,GHSA-f5pg-7wfw-84q9","pkg:golang/github.com/cloudnativelabs/kube-router/v2@v2.5.0","pkg:golang/github.com/aws/aws-sdk-go@v1.55.6","not_affected","","vulnerable_code_not_present","Govulncheck determined that the vulnerable code isn't called",""
"CVE-2020-8911","GO-2022-0646,GHSA-f5pg-7wfw-84q9","pkg:golang/github.com/coredns/coredns@v1.10.1","pkg:golang/github.com/aws/aws-sdk-go@v1.44.194","not_affected","","vulnerable_code_not_present","Govulncheck determined that the vulnerable code isn't called",""
"CVE-2020-8911","GO-2022-0646,GHSA-f5pg-7wfw-84q9","pkg:golang/github.com/coredns/coredns@v1.11.1","pkg:golang/github.com/aws/aws-sdk-go@v1.44.322","not_affected","","vulnerable_code_not_present","Govulncheck determined that the vulnerable code isn't called",""
"CVE-2020-8911","GO-2022-0646,GHSA-f5pg-7wfw-84q9","pkg:golang/github.com/coredns/coredns@v1.11.3","pkg:golang/github.com/aws/aws-sdk-go@v1.51.25","not_affected","","vulnerable_code_not_present","Govulncheck determined that the vulnerable code isn't called",""
"CVE-2020-8911","GO-2022-0646,GHSA-f5pg-7wfw-84q9","pkg:golang/github.com/coredns/coredns@v1.12.0","pkg:golang/github.com/aws/aws-sdk-go@v1.55.5","not_affected","","vulnerable_code_not_present","Govulncheck determined that the vulnerable code isn't called",""
"CVE-2020-8911","GO-2022-0646,GHSA-f5pg-7wfw-84q9","pkg:golang/github.com/coredns/coredns@v1.12.1","pkg:golang/github.com/aws/aws-sdk-go@v1.55.6","not_affected","","vulnerable_code_not_present","Govulncheck determined that the vulnerable code isn't called",""
"CVE-2020-8911","GO-2022-0646,GHSA-f5pg-7wfw-84q9","pkg:golang/github.com/coredns/coredns@v1.9.4","pkg:golang/github.com/aws/aws-sdk-go@v1.44.91","not_affected","","vulnerable_code_not_present","Govulncheck determined that the vulnerable code isn't called",""
"CVE-2020-8911","GO-2022-0646,GHSA-f5pg-7wfw-84q9","pkg:golang/github.com/derailed/k9s@v0.27.3","pkg:golang/github.com/aws/aws-sdk-go@v1.38.49","not_affected","","vulnerable_code_not_present","Govulncheck determined that the vulnerable code isn't called",""
"CVE-2020-8911","GO-2022-0646,GHSA-f5pg-7wfw-84q9","pkg:golang/github.com/derailed/k9s@v0.32.4","pkg:golang/github.com/aws/aws-sdk-go@v1.44.288","not_affected","","vulnerable_code_not_present","Govulncheck determined that the vulnerable code isn't called",""
